spp,CommonName,Source,Primer,Country,Site,lat_deg,lat_min,lon_deg,lon_min,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,Upper Laguna Madre,27.458321,,-97.340469,,,1,SOC12,1,41,,0.51,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,Upper Laguna Madre,27.458321,,-97.340469,,,1,SOC243,1,41,,0.49,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,Upper Laguna Madre,27.458321,,-97.340469,,,1,SOC412,1,41,,0.23,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,Upper Laguna Madre,27.458321,,-97.340469,,,1,SOC415,1,41,,0.92,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,Upper Laguna Madre,27.458321,,-97.340469,,,1,SOC432,1,41,,0.76,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,Upper Laguna Madre,27.458321,,-97.340469,,,1,SOC50,1,41,,0.61,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,West Matagorda,28.470502,,-96.409264,,,1,SOC12,1,78,,0.55,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,West Matagorda,28.470502,,-96.409264,,,1,SOC243,1,78,,0.43,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,West Matagorda,28.470502,,-96.409264,,,1,SOC412,1,78,,0.36,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,West Matagorda,28.470502,,-96.409264,,,1,SOC415,1,78,,0.92,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,West Matagorda,28.470502,,-96.409264,,,1,SOC432,1,78,,0.73,
Cynoscion nebulosus,Spotted weakfish,Anderson & Karel 2010 Fish Aq J,0,USA,West Matagorda,28.470502,,-96.409264,,,1,SOC50,1,78,,0.55,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc11,1,21,2,0.331,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc133Saillant,1,27,3,0.592,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc140,1,29,4,0.034,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc243,1,29,3,0.533,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc402,1,29,2,0.618,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc407,1,30,2,0.033,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc409,1,26,2,0.526,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc410,1,27,2,0.073,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc412,1,30,2,0.382,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc415,1,30,2,0.911,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc416,1,30,2,0.909,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc417,1,15,2,0.713,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc418,1,29,2,0.267,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc419,1,26,2,0.858,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc423,1,30,2,0.42,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc426,1,30,2,0.876,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc431,1,30,2,0.648,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc432,1,29,2,0.727,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc434,1,28,2,0.695,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc439,1,30,2,0.437,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc44,1,25,2,0.04,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc508,1,15,4,0.943,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc50Saillant,1,25,2,0.586,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc510,1,18,4,0.47,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc516,1,23,2,0.507,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc522,1,29,2,0.572,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc525,1,30,2,0.033,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc527,1,27,2,0.14,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc532,1,22,2,0.867,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc538,1,15,2,0.694,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc548,1,25,2,0.5,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc550,1,16,2,0.782,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc551,1,27,2,0.576,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc558,1,28,2,0.805,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc559,1,22,2,0.251,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc564,1,28,2,0.879,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc566,1,30,2,0.555,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc567,1,17,2,0.469,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc571,1,28,2,0.851,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc575,1,19,2,0.809,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc580,1,15,2,0.331,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc586,1,25,2,0.74,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc588,1,30,2,0.875,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc590,1,28,2,0.733,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc592,1,28,2,0.631,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc594,1,16,2,0.417,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc601,1,25,2,0.626,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc602,1,28,2,0.728,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc609,1,26,2,0.762,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc616,1,26,2,0.434,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc618,1,27,2,0.107,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc619,1,23,2,0.357,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc620,1,15,2,0.628,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc623,1,21,2,0.757,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc624,1,15,2,0.802,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc625,1,27,2,0.037,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc626,1,29,2,0.655,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc635,1,25,2,0.918,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc640,1,23,2,0.67,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc645,1,29,2,0.163,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc646,1,19,2,0.657,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc654,1,14,2,0.558,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc657,1,30,2,0.127,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc658,1,28,2,0.8,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc660,1,30,2,0.902,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc661,1,30,2,0.749,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc662,1,30,2,0.641,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc666,1,25,2,0.416,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc667,1,27,2,0.851,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc670,1,29,2,0.132,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc671,1,30,2,0.499,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc672,1,14,2,0.254,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc675,1,30,4,0.097,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc683,1,29,2,0.132,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc685,1,29,2,0.605,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc692,1,28,2,0.137,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc694,1,15,2,0.857,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc695,1,16,2,0.123,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc696,1,15,2,0.191,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc706,1,14,2,0.267,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc708,1,15,2,0.823,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc713,1,15,2,0.591,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc730,1,29,2,0.034,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc738,1,28,2,0.105,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc83,1,12,2,0.391,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc9,1,14,2,0.138,
Cynoscion nebulosus,Spotted weakfish,Renshaw et al. 2009 N Am J Aqua,1,USA,"Lower Laguna Madre, TX",26.30942,,-97.260819,,,1,Soc99,1,28,2,0.771,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC050,1,60,2,0.54,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC243,1,60,3,0.52,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC410,1,60,,0.13,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC412,1,60,,0.8,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC415,1,60,,0.9,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC416,1,60,,0.89,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC419,1,60,,0.86,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC428,1,60,,0.02,
Cynoscion nothus,,Anderson et al. 2009 Fish Bull,0,USA,"Galveston Bay, TX",29.298975,,-94.769554,,2007,1,SOC432,1,60,,0.81,
Dentex dentex,Common dentex,Brown et al. 2005 Mol Ecol Notes,1,,,,,,,,1,SaI10,1,17,2,0.918,
Dentex dentex,Common dentex,Brown et al. 2005 Mol Ecol Notes,1,,,,,,,,1,SaI19,1,7,2,0.813,
Dentex dentex,Common dentex,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviB2,1,31,,0.61,
Dentex dentex,Common dentex,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD102,1,31,,0.808,
Dicentrarchus labrax,European seabass,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviA5,1,18,,0.056,
Dicentrarchus labrax,European seabass,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviB2,1,18,,0.108,
Dicentrarchus labrax,European seabass,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviC109,1,18,,0.744,
Dicentrarchus labrax,European seabass,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD101,1,18,,0.236,
Dicentrarchus labrax,European seabass,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD102,1,18,,0,
Dicentrarchus labrax,European seabass,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD23,1,18,,0,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviA3,1,24,,0.886,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviB2,1,24,,0,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviC103,1,24,,0.279,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD102,1,24,,0.938,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD106,1,24,,0.912,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD110,1,24,,0,
Diplodus puntazzo,Sharpsnout seabream,Pinera et al. 2007 Mar Ecol,1,,,,,,,,1,PbOviD114,1,24,,0.897,
Diplodus sargus,White seabream,Brown et al. 2005 Mol Ecol Notes,1,,,,,,,,1,SaI12,1,2,2,0.667,
Diplodus sargus,White seabream,Brown et al. 2005 Mol Ecol Notes,1,,,,,,,,1,SaI19,1,7,2,0.806,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,DVUL11,1,40,,0.364,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,DVUL12,1,40,,0.63,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,Dvul33,1,40,,0.728,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,DVUL38,1,40,,0.135,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,DVUL4,1,40,,0.766,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,Dvul6,1,40,,0.707,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,Dvul61,1,40,,0.919,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,DVUL84,1,40,,0.851,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Portugal,Azores,38.796908,,-27.018585,,,1,SAI19,1,40,,0.23,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,DVUL11,1,35,,0.582,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,DVUL12,1,35,,0.549,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,Dvul33,1,35,,0.833,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,DVUL38,1,35,,0.437,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,DVUL4,1,35,,0.852,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,Dvul6,1,35,,0.929,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,Dvul61,1,35,,0.926,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,DVUL84,1,35,,0.799,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,France,Banyuls,42.49539,,3.161888,,,1,SAI19,1,35,,0.253,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,DVUL11,1,35,,0.348,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,DVUL12,1,35,,0.459,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,Dvul33,1,35,,0.789,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,DVUL38,1,35,,0.443,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,DVUL4,1,35,,0.862,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,Dvul6,1,35,,0.926,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,Dvul61,1,35,,0.856,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,DVUL84,1,35,,0.796,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Spain,Canarian Islands,28.241489,,-15.354309,,,1,SAI19,1,35,,0.353,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Italy,Castellamare,38.093498,,12.925301,,,1,DVUL11,1,35,,0.448,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Italy,Castellamare,38.093498,,12.925301,,,1,DVUL12,1,35,,0.566,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Italy,Castellamare,38.093498,,12.925301,,,1,Dvul33,1,35,,0.778,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Italy,Castellamare,38.093498,,12.925301,,,1,DVUL38,1,35,,0.726,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Italy,Castellamare,38.093498,,12.925301,,,1,DVUL4,1,35,,0.913,
Diplodus sargus,White seabream,Gonzalez-Wanguemert et al. 2010 JEMBE,0,Italy,Castellamare,38.093498,,12.925301,,,1,Dvul6,1,35,,0.877,
