"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise"
"662","Lutjanus carponotatus","Spanish flag snapper","Veilleux et. al 2011 Fisheries Research 108:74-80","Australia","Locker Point",-21.7,114.5,NA,"2002","HVR I",19,399,0.983,NA,0.03,0.016
"663","Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Capricorn Bunker Islands ",-23,151,NA,"2006.5","HVR I",43,392,0.78,NA,0.012,0.006
"664","Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Keppel Islands ",-23,150,NA,"2006.5","HVR I",45,392,0.662,NA,0.012,0.007
"665","Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Palm Islands ",-18,146,NA,"2006.5","HVR I",42,392,0.804,NA,0.013,0.007
"666","Lutjanus carponotatus","Spanish flag snapper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Whitsunday Islands ",-20,148,NA,"2006.5","HVR I",58,392,0.794,NA,0.009,0.005
"667","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Australia ","Cocos-Keeling ",-12.1489,96.8648,NA,"","cytb",9,480,0.78,0.11,0.003,0.002
"668","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Marquesas ",-9.8451,-138.9919,NA,"","cytb",48,480,0.72,0.04,0.002,0.002
"669","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Moorea ",-17.4846,-149.8646,NA,"","cytb",48,480,0.12,0.06,3e-04,0.001
"670","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Kiribati ","Kanton ",-2.7947,-171.6292,NA,"","cytb",46,480,0.66,0.08,0.003,0.002
"671","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Kiribati ","Kiritimati ",1.7632,-157.4777,NA,"","cytb",15,480,0.34,0.13,0.001,0.001
"672","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Hawai'i Island ",19.5803,-156.0226,NA,"","cytb",40,480,0.73,0.04,0.007,0.004
"673","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Kaua'i ",21.8872,-159.681,NA,"","cytb",36,480,0.77,0.05,0.007,0.004
"674","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Maui",20.5068,-156.45,NA,"","cytb",41,480,0.75,0.04,0.007,0.004
"675","Lutjanus fulvus","Blacktail Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","O'ahu",21.4925,-158.3121,NA,"","cytb",40,480,0.73,0.05,0.007,0.004
"676","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Australia ","Christmas Island ",-10.4139,105.6128,NA,"","cytb",15,475,0.84,0.09,0.003,0.002
"677","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Australia ","Cocos-Keeling ",-12.1489,96.8648,NA,"","cytb",35,475,0.54,0.1,0.002,0.002
"678","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Marquesas ",-9.8451,-138.9919,NA,"","cytb",47,475,0.84,0.04,0.004,0.003
"679","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","French Polynesia ","Moorea ",-17.4846,-149.8646,NA,"","cytb",49,475,0.54,0.08,0.002,0.001
"680","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Fiji","Fiji ",-17.1636,177.9207,NA,"","cytb",31,475,0.5,0.11,0.001,0.001
"681","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of Kiribati ","Kiritimati ",1.7632,-157.4777,NA,"","cytb",49,475,0.69,0.07,0.003,0.002
"682","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","Republic of the Seychelles ","Seychelles ",-4.5029,55.5814,NA,"","cytb",20,475,0.74,0.11,0.004,0.003
"683","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","South Africa ","Sodwana Bay ",-29.1359,31.8612,NA,"","cytb",35,475,0.82,0.06,0.004,0.003
"684","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","United Kingdom (British Indian Ocean Territory)  ","Diego Garcia ",-7.3299,72.3836,NA,"","cytb",34,475,0.88,0.05,0.005,0.003
"685","Lutjanus kasmira","Alfonsino ","Gaither et al. 2010 Journal of Biogeography 37:133-147 ","United States","Guam ",13.5083,144.5962,NA,"","cytb",50,475,0.59,0.08,0.002,0.002
"686","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","French Frigate Shoals ",24.1701,-165.8272,NA,"","control region",40,575,0.997,0.006,0.033,0.017
"687","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Hilo ",20.07,-154.95,NA,"","control region",51,575,0.985,0.008,0.037,0.018
"688","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Kauai ",22.472,-159.712,NA,"","control region",36,575,0.989,0.01,0.035,0.018
"689","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Kona ",19.08,-156.27,NA,"","control region",50,575,0.989,0.007,0.038,0.019
"690","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Kure ",28.4176,-178.2825,NA,"","control region",9,575,1,0.052,0.034,0.019
"691","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Maro ",23.5029,-170.2849,NA,"","control region",21,575,0.981,0.023,0.036,0.018
"692","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Maui Nui ",21.3,-156.498,NA,"","control region",39,575,0.985,0.011,0.034,0.017
"693","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Midway ",28.1884,-177.4215,NA,"","control region",40,575,0.989,0.009,0.046,0.023
"694","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Necker ",23.5685,-164.7032,NA,"","control region",49,575,0.986,0.008,0.035,0.018
"695","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2010 Molecular Ecology 19:1107-1121","United States","Oahu",21.131,-158.113,NA,"","control region",50,575,0.992,0.006,0.033,0.017
"696","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","Hawai'i Island ",19.5803,-156.0226,NA,"","cytb",49,447,0.89,0.03,0.005,0.003
"697","Lutjanus kasmira","Bluestriped Snapper ","Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957","United States","O'ahu",21.131,-158.113,NA,"","cytb",44,447,0.93,0.02,0.005,0.003
"698","Lutjanus purpureus","Southern red snapper","Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376","Brazil","Amapa",3.33333333333333,-49.3166666666667,NA,"","control region",37,400,0.997,0.001150793,0.025,0.000164399
"699","Lutjanus purpureus","Southern red snapper","Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376","Brazil","Maranhao",2.21666666666667,-41.35,NA,"","control region",26,400,0.997,0.002353394,0.027,0.000392232
"700","Lutjanus purpureus","Southern red snapper","Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376","Brazil","Para",0.133333333333333,-46.4666666666667,NA,"","control region",30,400,0.998,0.001643168,0.027,0.000182574
"701","Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","Florida Keys (Marathon)",24.7556,-81.1231,NA,"2008","ND4",32,590,NA,NA,0.0046,NA
"702","Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","Puerto Rico-east ",18.3004,-65.5919,NA,"2008","ND4",25,590,NA,NA,0.0044,NA
"703","Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","Puerto Rico-west ",18.3161,-67.3991,NA,"2008","ND4",26,590,NA,NA,0.0024,NA
"704","Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","St. Croix ",17.7231,-64.9064,NA,"2008","ND4",25,590,NA,NA,0.0024,NA
"705","Lutjanus synagris","Lane Snapper ","Gold et al. 2011 North American Journal of Fisheries Management 31:209-223","United States","St. Thomas ",18.3004,-64.9602,NA,"2008","ND4",25,590,NA,NA,0.0029,NA
"706","Macrodon ancylodon","King weakfish","Santos et al. 2006","Argentina","Argentina",-35.604,-56.466452,NA,"","cytb",11,789,0.673,NA,0.0014,NA
"707","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Amapa",2.285,-49.963305,NA,"","cytb",10,789,0.644,NA,0.002,NA
"708","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Bahia",-12.64,-37.23107,NA,"","cytb",6,789,0.8,NA,0.0021,NA
"709","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Espirito Santo",-19.27,-39.324875,NA,"","cytb",17,789,0.515,NA,0.001,NA
"710","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Maranhao",-2.175,-42.480425,NA,"","cytb",15,789,0.676,NA,0.0017,NA
"711","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Para",-0.352,-70.696404,NA,"","cytb",11,789,0.618,NA,0.002,NA
"712","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Parana",-25.899,-48.176975,NA,"","cytb",11,789,0.782,NA,0.0016,NA
"713","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Pernambuco",-8.277,-34.367456,NA,"","cytb",10,789,0.844,NA,0.003,NA
"714","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Rio Grande do Sul",-30.827,-49.439139,NA,"","cytb",8,789,0.607,NA,0.0021,NA
"715","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Santa Catarina",-26.893,-48.078328,NA,"","cytb",9,789,0.806,NA,0.0025,NA
"716","Macrodon ancylodon","King weakfish","Santos et al. 2006","Brazil","Sao Paulo",-24.026,-44.881442,NA,"","cytb",12,789,0.909,NA,0.0027,NA
"717","Macrodon ancylodon","King weakfish","Santos et al. 2006","Venezuela","Venezuela",12.254082,-70.696404,NA,"","cytb",10,789,0.644,NA,0.0012,NA
"718","Makaira nigricans","Blue marlin","McDowell et al. 2007 Gulf and Caribbean Research 19:75-82","Ghana","Eastern Atlantic",5.8,1.188582,"BMARLINATL","1998","control region",18,904,0.993,NA,0.121,NA
"719","Makaira nigricans","Blue marlin","McDowell et al. 2007 Gulf and Caribbean Research 19:75-82","Jamaica","Caribeean Sea",18.2,-75.998842,"BMARLINATL","1998","control region",11,904,1,NA,0.129,NA
"720","Makaira nigricans","Blue marlin","McDowell et al. 2007 Gulf and Caribbean Research 19:75-82","USA","Western North Atlantic, US mid-Atlantic",41.112,-69.688391,"BMARLINATL","1997","control region",15,904,1,NA,0.115,NA
"721","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Broad Cove, ME",44.02,69.24,NA,"2005.5","D-loop",39,340,0.33,NA,0.001,NA
"722","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Folly Beach, SC",32.43,79.05,NA,"2006","D-loop",15,340,0.86,NA,0.005,NA
"723","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Hatteras Inlet, NC",35.11,75.42,NA,"2006","D-loop",23,340,0.45,NA,0.002,NA
"724","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Jekyll Island, GA",31.03,81.26,NA,"2006","D-loop",24,340,0.7,NA,0.004,NA
"725","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Joggins, NS",45.3,64.29,NA,"2005","D-loop",27,340,0.08,NA,0.001,NA
"726","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Kittery Point, ME",43.05,70.4,NA,"2006","D-loop",22,340,0.55,NA,0.002,NA
"727","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Little River, SC",33.52,78.36,NA,"2005","D-loop",20,340,0.84,NA,0.005,NA
"728","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Magdalen Island, QUE",47.24,61.51,NA,"2006","D-loop",20,340,0.53,NA,0.002,NA
"729","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Mill River, PEI",46.47,64.08,NA,"2005.5","D-loop",39,340,0.4,NA,0.001,NA
"730","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Morehead City, NC",34.43,76.41,NA,"2005.5","D-loop",39,340,0.58,NA,0.002,NA
"731","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Mt. Desert Island, ME",44.26,68.2,NA,"2006","D-loop",23,340,0.25,NA,0.001,NA
"732","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Narragansett Bay, RI",41.38,71.24,NA,"2006","D-loop",21,340,0.82,NA,0.004,NA
"733","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Oregon Inlet, NC",35.47,75.31,NA,"2006","D-loop",23,340,0.8,NA,0.004,NA
"734","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Patchogue, NJ",40.45,73,NA,"2005.5","D-loop",34,340,0.73,NA,0.004,NA
"735","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Patterson Park, MD",38.24,76.31,NA,"2006","D-loop",23,340,0.46,NA,0.002,NA
"736","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Pawleys Island, SC",33.24,79.08,NA,"2006","D-loop",23,340,0.85,NA,0.004,NA
"737","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Sandy Hook, NJ",40.25,73.59,NA,"2006","D-loop",23,340,0.63,NA,0.003,NA
"738","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Sandy Pt Park, MD",39.01,76.24,NA,"2006","D-loop",24,340,0.5,NA,0.002,NA
"739","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Silver Beach, VA",37.29,75.57,NA,"2005.5","D-loop",33,340,0.54,NA,0.002,NA
"740","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. Andrews, NB",45.05,67.04,NA,"2005.5","D-loop",39,340,0.31,NA,0.001,NA
"741","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. Augustine Beach, FL",29.41,81.15,NA,"2005","D-loop",19,340,0.6,NA,0.003,NA
"742","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","St. John, NB",45.13,66.08,NA,"2006","D-loop",19,340,0.11,NA,0.001,NA
"743","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Tuckerton, NJ",39.24,74.2,NA,"2005.5","D-loop",25,340,0.64,NA,0.004,NA
"744","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Tybee Island, GA",32,80.57,NA,"2005.5","D-loop",39,340,0.76,NA,0.004,NA
"745","Menidia menidia","Atlantic silverside","Mach et al. 2011 Marine Biology 158:515-530 ","USA","Waquoit Bay, MA",41.35,70.31,NA,"2005.5","D-loop",36,340,0.5,NA,0.002,NA
"746","Merluccius albidus","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-C",37.5,-74,NA,"2003","control region",28,900,0.548,NA,0.0669,NA
"747","Merluccius albidus","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-N",40,-70,NA,"2003","control region",27,900,0.655,NA,0.0798,NA
"748","Merluccius albidus","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Ma-S",35.5,-74.5,NA,"2003","control region",35,900,0.694,NA,0.0793,NA
"749","Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-CN",41,-69,"SHAKEGOMNGB","2003","control region",117,900,0.827,NA,0.0044,NA
"750","Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-CS",39.5,-72,"SHAKESGBMATL","2003","control region",32,900,0.699,NA,0.0029,NA
"751","Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-N",43,-66.5,"SHAKEGOMNGB","2003","control region",29,900,0.855,NA,0.0047,NA
"752","Merluccius bilinearis","North American hakes ","Machado-Schiaffino et al. 2010 Molecular Phylogenetics and Evolution 55:552-558","USA","Mb-S",37.5,-74,"SHAKESGBMATL","2003","control region",30,900,0.637,NA,0.0024,NA
"753","Merluccius capensis","Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","Namibia","Namibia",-27.5,14.809363,"CHAKESA","2005","control region",74,414,0.87,NA,0.0057,NA
"754","Merluccius capensis","Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA1",-30,16.523231,"CHAKESA","2005","control region",157,414,0.88,NA,0.006,NA
"755","Merluccius capensis","Shallow-water Cape hake","von der Heyden Lipinski Matthee 2007","South Africa","SA2",-33.5,17.621864,"CHAKESA","2005","control region",81,414,0.85,NA,0.0053,NA
"756","Merluccius paradoxus","Deep-water Cape hake ","von der Heyden Lipinski Matthee 2007","Namibia","Namibia",-28,15.018104,"DEEPCHAKESA","2005","control region",56,414,0.57,NA,0.0015,NA
"757","Merluccius paradoxus","Deep-water Cape hake ","von der Heyden Lipinski Matthee 2007","South Africa","SA2B",-33.5,17.731727,"DEEPCHAKESA","2005","control region",143,414,0.52,NA,0.0013,NA
"758","Merluccius paradoxus","Deep-water Cape hake ","von der Heyden Lipinski Matthee 2007","South Africa ","SA1B",-30,16.31449,"DEEPCHAKESA","2005","control region",134,414,0.44,NA,0.0011,NA
"759","Micropogonias furnieri","Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Argentina","Bahia Blanca",-39.05,-61.8,NA,"","control region",27,750,0.558,NA,0.0024,NA
"760","Micropogonias furnieri","Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Brazil","Atlantic Ocean",-33.6,-53.06,NA,"","control region",27,750,0.986,NA,0.0078,NA
"761","Micropogonias furnieri","Whitemouth croaker","Pereira et. al 2009 Journal of Fish Biology 75:321-331","Urugauy","Rio de la Plata",-34.7,-57.08,NA,"","control region",26,750,0.455,NA,0.0036,NA
"762","Microstomus pacificus","Dover sole","Stepien 1999","USA","Cape Mendocino, Northern California",40,-124,"DSOLEPCOAST","","control region",19,471,0.98,NA,0.011,NA
"763","Microstomus pacificus","Dover sole","Stepien 1999","USA","Seward, Bering Sea, Alaska",58.573926,-149.248033,"DSOLEGA","","control region",17,471,1,NA,0.015,NA
"764","Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Ruian ",27.1,120.066666666667,NA,"","control region",14,369,1,NA,0.00906,NA
"765","Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Wenling",28.05,121.068055555556,NA,"","control region",12,369,1,NA,0.00819,NA
"766","Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Wenzhou",28,121,NA,"","control region",13,369,0.98718,NA,0.01004,NA
"767","Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Xiangshan",29.05,122.018055555556,NA,"","control region",11,369,1,NA,0.01413,NA
"768","Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Yueqing",28.0166666666667,121.033333333333,NA,"","control region",12,369,1,NA,0.00952,NA
"769","Miichthys miiuy","Miiuy croaker","Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724","East China Sea","Zhoushan",30,122.05,NA,"","control region",14,369,0.87912,NA,0.00882,NA
"770","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Canton Island",-2.8,-171.550505,NA,"","cytb",7,644,0.952,NA,0.003,NA
"771","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Kiribati",1.82,-157.096621,NA,"","cytb",12,644,0.53,NA,0.003,NA
"772","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Lizard Island",-14.65,145.410793,NA,"","cytb",9,644,0.722,NA,0.003,NA
"773","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Marquesas",-9.45,-139.05401,NA,"","cytb",18,644,0.634,NA,0.001,NA
"774","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Central West Pacific","Moorea",-17.5,-149.978141,NA,"","cytb",18,644,0.686,NA,0.003,NA
"775","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","East Pacific","Clipperton",10.3,-109.249751,NA,"","cytb",15,644,0.533,NA,0.004,NA
"776","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","East Pacific","Panama",7.69,-82.636009,NA,"","cytb",19,644,0.626,NA,0.004,NA
"777","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","French Frigate Shoals",23.75,-166.178168,NA,"","cytb",31,644,0.624,NA,0.002,NA
"778","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Hawaii",19.93,-156.296867,NA,"","cytb",31,644,0.416,NA,0.001,NA
"779","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Kure",28.39,-178.336444,NA,"","cytb",16,644,0.7,NA,0.003,NA
"780","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Lanai",20.82,-157.142693,NA,"","cytb",13,644,0.423,NA,0.001,NA
"781","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Midway",28.22,-177.507787,NA,"","cytb",22,644,0.597,NA,0.003,NA
"782","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Molokai",21.13,-157.47715,NA,"","cytb",18,644,0.484,NA,0.002,NA
"783","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Niihau",21.87,-160.341981,NA,"","cytb",8,644,0.643,NA,0.001,NA
"784","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Hawaii","Pearl & Hermes",27.84,-175.80274,NA,"","cytb",5,644,0.6,NA,0.004,NA
"785","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Indian Ocean","Cocos-Keeling",-12.1,96.769297,NA,"","cytb",5,644,0.7,NA,0.002,NA
"786","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","Indian Ocean","Seychelles",-4.68,55.291537,NA,"","cytb",15,644,0.829,NA,0.004,NA
"787","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","West Pacific","Akajima",38.39,141.518794,NA,"","cytb",6,644,0.8,NA,0.004,NA
"788","Myripristis berndti","Blotcheye soldierfish","Craig et al. 2007","West Pacific","Okinawa",26.34,128.225279,NA,"","cytb",7,644,0.286,NA,0.002,NA
"789","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Europa ",-22.167813,40.365264,NA,"","cytb",45,771,0.416,NA,NA,NA
"790","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Geyser ",-13.119451,45.656996,NA,"","cytb",31,771,0.4,NA,NA,NA
"791","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Glorieuses ",-12.212411,46.54919,NA,"","cytb",46,771,0.437,NA,NA,NA
"792","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Juan de Nova ",-16.936367,42.833112,NA,"","cytb",37,771,0.41,NA,NA,NA
"793","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Kenya",-3.306071,40.516287,NA,"","cytb",11,771,0.441,NA,NA,NA
"794","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Madagascar",-17.113171,50.133192,NA,"","cytb",21,771,0.353,NA,NA,NA
"795","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Mayotte ",-12.444792,44.926579,NA,"","cytb",46,771,0.409,NA,NA,NA
"796","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Moheli ",-12.416251,43.765684,NA,"","cytb",18,771,0.306,NA,NA,NA
"797","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Moroni ",-12.078651,43.171645,NA,"","cytb",44,771,0.321,NA,NA,NA
"798","Myripristis berndti","Reef fish ","Muths et al. 2011 Marine Ecology Progress Series 443: 167-180","Southwestwern Indian Ocean","Reunion ",-20.699116,54.897288,NA,"","cytb",44,771,0.388,NA,NA,NA
"799","Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Brazil","Brazil",-9.406,-33.756674,NA,"1990-1997","cytb",10,744,0.378,NA,0.001,NA
"800","Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Britain","Ascension",-7.929,-14.197362,NA,"1990-1997","cytb",13,744,0.615,NA,0.002,NA
"801","Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Grenada","Grenada",12.297,-61.775228,NA,"1990-1997","cytb",16,744,0.892,NA,0.004,NA
"802","Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","Sao Tome and Principe","Sao Tome",0.324,6.860847,NA,"1990-1997","cytb",20,744,0.758,NA,0.003,NA
